"playerid","teamabbrev","year","plateappearances","totalbases","babip","walksperplateappearance","strikeoutsperplateappearance","homerunsperplateappearance","walksperstrikeout","iso","gamesplayed","runs","doubles","triples","homeruns","strikeouts","baseonballs","hits","avg","atbats","slg","rbi","numberofpitches","pitchesperplateappearance","caughtstealing","stolenbases","stolenbasepercentage","hitbypitch","obp","ops","sacbunts","groundintodoubleplay","sacflies","intentionalwalks","walkoffs","flyouts","totalswings","swingandmisses","ballsinplay","popouts","lineouts","groundouts","groundhits","catchersinterference"
123888,"CHC",1906,1,0,NULL,"0",NULL,"0",NULL,"0",2,0,0,0,0,NULL,0,0,"0",1,"0","0",NULL,NULL,NULL,"0",NULL,"0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113949,"CHC",1907,565,159,NULL,"0.067",NULL,"0.004",NULL,"0.063",151,66,18,4,2,NULL,38,127,"0.25",508,"0.313","51",NULL,NULL,NULL,"46",NULL,"5","0.309","0.622","14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121879,"CHC",1907,389,132,NULL,"0.057",NULL,"0.005",NULL,"0.099",97,44,14,7,2,NULL,22,98,"0.287",342,"0.386","32",NULL,NULL,NULL,"7",NULL,"5","0.339","0.725","20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111577,"CHC",1907,91,20,NULL,"0.011",NULL,"0.011",NULL,"0.082",37,6,0,2,1,NULL,1,13,"0.153",85,"0.235","7",NULL,NULL,NULL,"0",NULL,"0","0.163","0.398","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112183,"CHC",1907,451,138,NULL,"0.113",NULL,"0.002",NULL,"0.068",111,58,19,2,1,NULL,51,112,"0.293",382,"0.361","49",NULL,NULL,NULL,"35",NULL,"13","0.395","0.756","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116038,"CHC",1907,536,146,NULL,"0.076",NULL,"0.002",NULL,"0.043",134,67,11,3,1,NULL,41,126,"0.268",470,"0.311","36",NULL,NULL,NULL,"29",NULL,"1","0.328","0.639","24",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116207,"CHC",1907,365,102,NULL,"0.047",NULL,"0.003",NULL,"0.051",102,30,6,4,1,NULL,17,85,"0.254",335,"0.304","26",NULL,NULL,NULL,"14",NULL,"7","0.304","0.608","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117158,"CHC",1907,367,129,NULL,"0.074",NULL,"0.003",NULL,"0.102",105,44,15,8,1,NULL,27,95,"0.284",334,"0.386","43",NULL,NULL,NULL,"9",NULL,"2","0.342","0.728","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119341,"CHC",1907,214,55,NULL,"0.047",NULL,"0.005",NULL,"0.051",65,8,5,1,1,NULL,10,45,"0.227",198,"0.278","19",NULL,NULL,NULL,"5",NULL,"2","0.271","0.549","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121087,"CHC",1907,68,15,NULL,"0.015",NULL,"0.015",NULL,"0.063",27,4,1,0,1,NULL,1,11,"0.175",63,"0.238","3",NULL,NULL,NULL,"0",NULL,"0","0.188","0.426","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122100,"CHC",1907,601,157,NULL,"0.126",NULL,"0.002",NULL,"0.058",143,76,23,1,1,NULL,76,129,"0.267",484,"0.324","36",NULL,NULL,NULL,"31",NULL,"6","0.373","0.697","35",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122729,"CHC",1907,613,182,NULL,"0.06",NULL,"0.002",NULL,"0.07",152,52,25,5,1,NULL,37,144,"0.266",542,"0.336","70",NULL,NULL,NULL,"19",NULL,"9","0.323","0.659","25",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123353,"CHC",1907,444,109,NULL,"0.056",NULL,"0.002",NULL,"0.05",117,36,11,3,1,NULL,25,89,"0.221",402,"0.271","36",NULL,NULL,NULL,"20",NULL,"1","0.269","0.54","16",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113652,"CHC",1907,19,6,NULL,"0.053",NULL,"0",NULL,"0",11,2,0,0,0,NULL,1,6,"0.333",18,"0.333","0",NULL,NULL,NULL,"0",NULL,"0","0.368","0.701","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114389,"CHC",1907,51,3,NULL,"0.039",NULL,"0",NULL,"0",22,4,0,0,0,NULL,2,3,"0.067",45,"0.067","2",NULL,NULL,NULL,"0",NULL,"1","0.125","0.192","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115465,"CHC",1907,4,1,NULL,"0",NULL,"0",NULL,"0",1,0,0,0,0,NULL,0,1,"0.25",4,"0.25","0",NULL,NULL,NULL,"0",NULL,"0","0.25","0.5","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118006,"CHC",1907,77,7,NULL,"0.052",NULL,"0",NULL,"0",28,4,0,0,0,NULL,4,7,"0.106",66,"0.106","3",NULL,NULL,NULL,"0",NULL,"0","0.157","0.263","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120128,"CHC",1907,105,28,NULL,"0.029",NULL,"0",NULL,"0.085",36,6,4,2,0,NULL,3,20,"0.213",94,"0.298","9",NULL,NULL,NULL,"0",NULL,"0","0.237","0.535","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120496,"CHC",1907,77,7,NULL,"0.065",NULL,"0",NULL,"0.016",30,4,1,0,0,NULL,5,6,"0.094",64,"0.109","1",NULL,NULL,NULL,"0",NULL,"0","0.159","0.268","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122307,"CHC",1907,575,144,NULL,"0.132",NULL,"0",NULL,"0.037",136,71,6,6,0,NULL,76,126,"0.258",489,"0.294","32",NULL,NULL,NULL,"28",NULL,"1","0.359","0.653","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123146,"CHC",1907,47,11,NULL,"0",NULL,"0",NULL,"0.043",18,2,2,0,0,NULL,0,9,"0.191",47,"0.234","1",NULL,NULL,NULL,"0",NULL,"0","0.191","0.425","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124771,"CHC",1907,9,3,NULL,"0",NULL,"0",NULL,"0.111",5,0,1,0,0,NULL,0,2,"0.222",9,"0.333","1",NULL,NULL,NULL,"0",NULL,"0","0.222","0.555","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120128,"CHC",1908,84,12,NULL,"0.06",NULL,"0",NULL,"0.043",38,3,1,1,0,NULL,5,9,"0.129",70,"0.171","9",NULL,NULL,NULL,"1",NULL,"1","0.197","0.368","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124771,"CHC",1908,118,39,NULL,"0.008",NULL,"0",NULL,"0.053",46,17,4,1,0,NULL,1,33,"0.292",113,"0.345","9",NULL,NULL,NULL,"2",NULL,"0","0.298","0.643","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122606,"CHC",1908,3,2,NULL,"0",NULL,"0",NULL,"0",1,0,0,0,0,NULL,0,2,"0.667",3,"0.667","0",NULL,NULL,NULL,"0",NULL,"0","0.667","1.334","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122307,"CHC",1908,417,84,NULL,"0.103",NULL,"0",NULL,"0.017",104,38,4,1,0,NULL,43,78,"0.222",352,"0.239","26",NULL,NULL,NULL,"17",NULL,"0","0.306","0.545","22",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121087,"CHC",1908,114,33,NULL,"0.053",NULL,"0",NULL,"0.101",46,10,6,2,0,NULL,6,23,"0.232",99,"0.333","9",NULL,NULL,NULL,"1",NULL,"0","0.276","0.609","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120496,"CHC",1908,86,9,NULL,"0.035",NULL,"0",NULL,"0.013",33,2,1,0,0,NULL,3,8,"0.101",79,"0.114","2",NULL,NULL,NULL,"1",NULL,"0","0.134","0.248","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119341,"CHC",1908,172,46,NULL,"0.076",NULL,"0",NULL,"0.047",51,12,5,1,0,NULL,13,39,"0.26",150,"0.307","12",NULL,NULL,NULL,"6",NULL,"1","0.323","0.63","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118326,"CHC",1908,35,9,NULL,"0",NULL,"0",NULL,"0.059",18,4,0,1,0,NULL,0,7,"0.206",34,"0.265","4",NULL,NULL,NULL,"0",NULL,"0","0.206","0.471","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118092,"CHC",1908,3,4,NULL,"0",NULL,"0",NULL,"0.667",2,1,0,1,0,NULL,0,2,"0.667",3,"1.333","0",NULL,NULL,NULL,"0",NULL,"0","0.667","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118006,"CHC",1908,53,7,NULL,"0",NULL,"0",NULL,"0",23,2,0,0,0,NULL,0,7,"0.149",47,"0.149","1",NULL,NULL,NULL,"0",NULL,"1","0.167","0.316","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117324,"CHC",1908,5,0,NULL,"0.2",NULL,"0",NULL,"0",2,0,0,0,0,NULL,1,0,"0",4,"0","0",NULL,NULL,NULL,"0",NULL,"0","0.2","0.2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115638,"CHC",1908,48,11,NULL,"0.021",NULL,"0",NULL,"0.044",11,3,2,0,0,NULL,1,9,"0.2",45,"0.244","2",NULL,NULL,NULL,"1",NULL,"0","0.217","0.461","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114389,"CHC",1908,57,7,NULL,"0.035",NULL,"0",NULL,"0.02",26,3,1,0,0,NULL,2,6,"0.12",50,"0.14","1",NULL,NULL,NULL,"1",NULL,"0","0.154","0.294","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113949,"CHC",1908,509,156,NULL,"0.13",NULL,"0",NULL,"0.075",126,83,19,6,0,NULL,66,125,"0.3",416,"0.375","37",NULL,NULL,NULL,"36",NULL,"5","0.402","0.777","22",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113652,"CHC",1908,32,8,NULL,"0.063",NULL,"0",NULL,"0.036",14,3,1,0,0,NULL,2,7,"0.25",28,"0.286","0",NULL,NULL,NULL,"0",NULL,"1","0.323","0.609","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112425,"CHC",1908,89,8,NULL,"0.022",NULL,"0",NULL,"0.012",36,3,1,0,0,NULL,2,7,"0.085",82,"0.098","1",NULL,NULL,NULL,"0",NULL,"0","0.107","0.205","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111921,"CHC",1908,1,0,NULL,"0",NULL,"0",NULL,"0",1,0,0,0,0,NULL,0,0,"0",1,"0","0",NULL,NULL,NULL,"0",NULL,"0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111577,"CHC",1908,128,25,NULL,"0.016",NULL,"0",NULL,"0",47,5,0,0,0,NULL,2,25,"0.207",121,"0.207","4",NULL,NULL,NULL,"2",NULL,"0","0.22","0.427","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122729,"CHC",1908,611,165,NULL,"0.059",NULL,"0.002",NULL,"0.065",151,63,20,6,1,NULL,36,130,"0.241",539,"0.306","62",NULL,NULL,NULL,"12",NULL,"4","0.294","0.6","32",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121879,"CHC",1908,443,118,NULL,"0.065",NULL,"0.002",NULL,"0.07",102,42,20,2,1,NULL,29,91,"0.236",386,"0.306","43",NULL,NULL,NULL,"15",NULL,"3","0.294","0.6","25",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116207,"CHC",1908,354,104,NULL,"0.065",NULL,"0.003",NULL,"0.051",99,42,7,3,1,NULL,23,88,"0.279",315,"0.33","26",NULL,NULL,NULL,"11",NULL,"5","0.338","0.668","11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122100,"CHC",1908,488,123,NULL,"0.127",NULL,"0.004",NULL,"0.074",115,54,18,3,2,NULL,62,93,"0.231",403,"0.305","22",NULL,NULL,NULL,"18",NULL,"2","0.336","0.641","21",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116038,"CHC",1908,478,131,NULL,"0.069",NULL,"0.004",NULL,"0.075",120,55,15,5,2,NULL,33,100,"0.243",411,"0.319","42",NULL,NULL,NULL,"15",NULL,"6","0.309","0.628","28",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112183,"CHC",1908,513,164,NULL,"0.072",NULL,"0.004",NULL,"0.091",130,65,27,4,2,NULL,37,123,"0.272",452,"0.363","55",NULL,NULL,NULL,"27",NULL,"8","0.338","0.701","16",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117158,"CHC",1908,461,162,NULL,"0.046",NULL,"0.009",NULL,"0.106",127,51,23,5,4,NULL,21,117,"0.276",424,"0.382","59",NULL,NULL,NULL,"16",NULL,"3","0.315","0.697","13",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123353,"CHC",1908,609,214,NULL,"0.053",NULL,"0.01",NULL,"0.124",157,67,22,14,6,NULL,32,146,"0.266",548,"0.391","68",NULL,NULL,NULL,"30",NULL,"0","0.307","0.698","29",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112183,"CHC",1909,370,112,NULL,"0.081",NULL,"0",NULL,"0.074",93,53,16,4,0,NULL,30,88,"0.272",324,"0.346","46",NULL,NULL,NULL,"29",NULL,"4","0.341","0.687","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121879,"CHC",1909,591,192,NULL,"0.041",NULL,"0.007",NULL,"0.093",140,57,16,11,4,NULL,24,142,"0.264",538,"0.357","60",NULL,NULL,NULL,"23",NULL,"2","0.298","0.655","27",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123353,"CHC",1909,555,192,NULL,"0.031",NULL,"0.007",NULL,"0.116",143,56,26,11,4,NULL,17,132,"0.256",516,"0.372","57",NULL,NULL,NULL,"23",NULL,"0","0.28","0.652","22",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116038,"CHC",1909,613,185,NULL,"0.086",NULL,"0.003",NULL,"0.066",153,60,21,4,2,NULL,53,150,"0.285",527,"0.351","58",NULL,NULL,NULL,"20",NULL,"1","0.351","0.702","32",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120128,"CHC",1909,107,36,NULL,"0.065",NULL,"0.019",NULL,"0.146",38,7,6,1,2,NULL,7,22,"0.229",96,"0.375","11",NULL,NULL,NULL,"0",NULL,"0","0.282","0.657","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122729,"CHC",1909,621,178,NULL,"0.092",NULL,"0.003",NULL,"0.085",152,73,27,6,2,NULL,57,133,"0.252",528,"0.337","59",NULL,NULL,NULL,"22",NULL,"5","0.331","0.668","31",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110303,"CHC",1909,286,76,NULL,"0.042",NULL,"0.003",NULL,"0.061",82,31,9,2,1,NULL,12,60,"0.23",261,"0.291","30",NULL,NULL,NULL,"5",NULL,"1","0.266","0.557","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113949,"CHC",1909,552,156,NULL,"0.132",NULL,"0.002",NULL,"0.073",127,88,19,6,1,NULL,73,122,"0.263",463,"0.337","24",NULL,NULL,NULL,"28",NULL,"4","0.369","0.706","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116207,"CHC",1909,241,51,NULL,"0.075",NULL,"0.004",NULL,"0.054",71,25,4,2,1,NULL,18,40,"0.197",203,"0.251","24",NULL,NULL,NULL,"6",NULL,"6","0.282","0.533","14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117982,"CHC",1909,43,17,NULL,"0.07",NULL,"0.023",NULL,"0.162",11,8,1,1,1,NULL,3,11,"0.297",37,"0.459","9",NULL,NULL,NULL,"0",NULL,"1","0.366","0.825","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119341,"CHC",1909,269,70,NULL,"0.059",NULL,"0.004",NULL,"0.065",81,18,11,1,1,NULL,16,54,"0.22",246,"0.285","23",NULL,NULL,NULL,"2",NULL,"4","0.278","0.563","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122100,"CHC",1909,644,176,NULL,"0.112",NULL,"0.002",NULL,"0.08",147,81,29,5,1,NULL,72,134,"0.255",525,"0.335","43",NULL,NULL,NULL,"15",NULL,"1","0.346","0.681","46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111577,"CHC",1909,135,27,NULL,"0.037",NULL,"0",NULL,"0.04",50,13,3,1,0,NULL,5,22,"0.176",125,"0.216","9",NULL,NULL,NULL,"0",NULL,"0","0.208","0.424","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112425,"CHC",1909,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,NULL,0,0,"0",0,"0","0",NULL,NULL,NULL,"0",NULL,"0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112467,"CHC",1909,4,5,NULL,"0",NULL,"0",NULL,"0.5",1,1,0,1,0,NULL,0,3,"0.75",4,"1.25","0",NULL,NULL,NULL,"0",NULL,"0","0.75","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113091,"CHC",1909,8,1,NULL,"0.125",NULL,"0",NULL,"0",2,2,0,0,0,NULL,1,1,"0.143",7,"0.143","0",NULL,NULL,NULL,"1",NULL,"0","0.25","0.393","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114389,"CHC",1909,1,0,NULL,"0",NULL,"0",NULL,"0",1,0,0,0,0,NULL,0,0,"0",1,"0","0",NULL,NULL,NULL,"0",NULL,"0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115303,"CHC",1909,24,4,NULL,"0.042",NULL,"0",NULL,"0.043",13,2,1,0,0,NULL,1,3,"0.13",23,"0.174","1",NULL,NULL,NULL,"0",NULL,"0","0.167","0.341","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115907,"CHC",1909,31,6,NULL,"0",NULL,"0",NULL,"0",22,1,0,0,0,NULL,0,6,"0.207",29,"0.207","0",NULL,NULL,NULL,"0",NULL,"1","0.233","0.44","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116832,"CHC",1909,53,5,NULL,"0.038",NULL,"0",NULL,"0.022",23,6,1,0,0,NULL,2,4,"0.089",45,"0.111","5",NULL,NULL,NULL,"1",NULL,"1","0.146","0.257","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117324,"CHC",1909,45,6,NULL,"0.089",NULL,"0",NULL,"0",17,4,0,0,0,NULL,4,6,"0.15",40,"0.15","0",NULL,NULL,NULL,"1",NULL,"0","0.227","0.377","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111584,"CHC",1909,3,0,NULL,"0",NULL,"0",NULL,"0",1,0,0,0,0,NULL,0,0,"0",3,"0","1",NULL,NULL,NULL,"0",NULL,"0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118006,"CHC",1909,2,1,NULL,"0",NULL,"0",NULL,"0",2,1,0,0,0,NULL,0,1,"0.5",2,"0.5","1",NULL,NULL,NULL,"0",NULL,"0","0.5","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119681,"CHC",1909,28,4,NULL,"0",NULL,"0",NULL,"0",13,3,0,0,0,NULL,0,4,"0.143",28,"0.143","0",NULL,NULL,NULL,"0",NULL,"0","0.143","0.286","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120496,"CHC",1909,73,12,NULL,"0.068",NULL,"0",NULL,"0.015",29,5,1,0,0,NULL,5,11,"0.169",65,"0.185","4",NULL,NULL,NULL,"1",NULL,"0","0.229","0.414","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120885,"CHC",1909,4,1,NULL,"0",NULL,"0",NULL,"0",4,0,0,0,0,NULL,0,1,"0.25",4,"0.25","1",NULL,NULL,NULL,"0",NULL,"0","0.25","0.5","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121087,"CHC",1909,98,16,NULL,"0.051",NULL,"0",NULL,"0.047",35,3,2,1,0,NULL,5,12,"0.14",86,"0.186","7",NULL,NULL,NULL,"0",NULL,"0","0.187","0.373","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121914,"CHC",1909,5,1,NULL,"0.2",NULL,"0",NULL,"0",3,0,0,0,0,NULL,1,1,"0.25",4,"0.25","0",NULL,NULL,NULL,"0",NULL,"0","0.4","0.65","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122671,"CHC",1909,60,8,NULL,"0.1",NULL,"0",NULL,"0.019",27,4,1,0,0,NULL,6,7,"0.135",52,"0.154","2",NULL,NULL,NULL,"0",NULL,"0","0.224","0.378","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124771,"CHC",1909,190,63,NULL,"0.016",NULL,"0",NULL,"0.071",67,23,9,2,0,NULL,3,50,"0.273",183,"0.344","21",NULL,NULL,NULL,"7",NULL,"0","0.285","0.629","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121879,"CHC",1910,628,257,".321","0.062","0.091","0.016","0.684","0.159",151,93,29,15,10,"57.0",39,168,"0.301",559,"0.46","68",NULL,NULL,NULL,"22",NULL,"3","0.349","0.809","27",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122100,"CHC",1910,626,184,".278","0.133","0.085","0.008","1.566","0.107",144,82,27,6,5,"53.0",83,130,"0.256",507,"0.363","51",NULL,NULL,NULL,"22",NULL,"5","0.366","0.729","31",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116038,"CHC",1910,572,220,".345","0.114","0.059","0.005","1.912","0.136",135,83,24,16,3,"34.0",65,155,"0.325",477,"0.461","86",NULL,NULL,NULL,"29",NULL,"0","0.406","0.867","30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123353,"CHC",1910,515,188,".306","0.047","0.068","0.006","0.686","0.11",135,48,25,9,3,"35.0",24,136,"0.288",473,"0.397","69",NULL,NULL,NULL,"20",NULL,"0","0.322","0.719","18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124771,"CHC",1910,363,132,".311","0.055","0.099","0.008","0.556","0.11",99,35,16,6,3,"36.0",20,95,"0.284",335,"0.394","38",NULL,NULL,NULL,"7",NULL,"1","0.326","0.72","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110303,"CHC",1910,344,116,".302","0.041","0.142","0.006","0.286","0.112",98,36,17,6,2,"49.0",14,81,"0.259",313,"0.371","41",NULL,NULL,NULL,"6",NULL,"1","0.293","0.664","16",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110752,"CHC",1910,209,59,".282","0.134","0.067","0.01","2","0.076",77,30,5,1,2,"14.0",28,46,"0.267",172,"0.343","22",NULL,NULL,NULL,"4",NULL,"1","0.373","0.716","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117158,"CHC",1910,343,107,".291","0.108","0.079","0.006","1.37","0.091",91,31,17,2,2,"27.0",37,80,"0.269",297,"0.36","32",NULL,NULL,NULL,"3",NULL,"2","0.354","0.714","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122729,"CHC",1910,526,142,".266","0.068","0.055","0.004","1.241","0.065",129,70,21,1,2,"29.0",36,113,"0.252",448,"0.317","58",NULL,NULL,NULL,"10",NULL,"11","0.323","0.64","31",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116832,"CHC",1910,74,18,".275","0.122","0.135","0.014","0.9","0.048",37,11,0,0,1,"10.0",9,15,"0.242",62,"0.29","12",NULL,NULL,NULL,"2",NULL,"0","0.338","0.628","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
