"playerid","teamabbrev","year","plateappearances","totalbases","babip","walksperplateappearance","strikeoutsperplateappearance","homerunsperplateappearance","walksperstrikeout","iso","gamesplayed","runs","doubles","triples","homeruns","strikeouts","baseonballs","hits","avg","atbats","slg","rbi","numberofpitches","pitchesperplateappearance","caughtstealing","stolenbases","stolenbasepercentage","hitbypitch","obp","ops","sacbunts","groundintodoubleplay","sacflies","intentionalwalks","walkoffs","flyouts","totalswings","swingandmisses","ballsinplay","popouts","lineouts","groundouts","groundhits","catchersinterference"
120612,"CHC",1972,22,3,".167","0.045","0.136","0","0.333","0",16,2,0,0,0,"3.0",1,3,"0.143",21,"0.143","0",NULL,NULL,"0","0",NULL,"0","0.182","0.325","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121089,"CHC",1972,52,7,".207","0.038","0.288","0","0.133","0.023",21,3,1,0,0,"15.0",2,6,"0.136",44,"0.159","3",NULL,NULL,"0","0",NULL,"0","0.174","0.333","6","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117393,"CHC",1972,7,3,".500","0","0.143","0",NULL,"0",5,3,0,0,0,"1.0",0,3,"0.5",6,"0.5","4",NULL,NULL,"0","1","1","0","0.429","0.929","0","0","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123540,"CHC",1972,8,0,".000","0","0.375","0",NULL,"0",13,1,0,0,0,"3.0",0,0,"0",8,"0","0",NULL,NULL,"0","1","1","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111196,"CHC",1973,49,4,".154","0","0.347","0",NULL,"0",44,1,0,0,0,"17.0",0,4,"0.093",43,"0.093","1",NULL,NULL,"0","0",NULL,"0","0.093","0.186","6","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119246,"CHC",1973,651,260,".301","0.141","0.19","0.04","0.742","0.202",149,93,24,5,26,"124.0",92,148,"0.267",554,"0.469","56",NULL,NULL,"12","5","0.294","1","0.372","0.841","3","3","1","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121697,"CHC",1973,604,236,".293","0.104","0.161","0.033","0.649","0.174",149,65,29,2,20,"97.0",63,143,"0.267",536,"0.44","77",NULL,NULL,"2","1","0.333","4","0.348","0.788","0","27","1","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124290,"CHC",1973,659,252,".298","0.115","0.109","0.03","1.056","0.149",156,72,22,2,20,"72.0",76,166,"0.288",576,"0.438","86",NULL,NULL,"3","4","0.571","1","0.369","0.807","0","13","6","14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111981,"CHC",1973,593,228,".325","0.098","0.105","0.019","0.935","0.134",145,80,33,2,11,"62.0",58,158,"0.303",522,"0.437","68",NULL,NULL,"7","19","0.731","5","0.375","0.812","4","16","4","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116315,"CHC",1973,406,126,".236","0.074","0.126","0.025","0.588","0.117",124,35,11,1,10,"51.0",30,83,"0.226",368,"0.342","43",NULL,NULL,"6","5","0.455","0","0.283","0.625","6","9","2","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114005,"CHC",1973,172,66,".327","0.116","0.221","0.035","0.526","0.167",64,22,7,0,6,"38.0",20,41,"0.273",150,"0.44","22",NULL,NULL,"2","1","0.333","0","0.357","0.797","1","3","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114631,"CHC",1973,60,21,".257","0.067","0.3","0.05","0.222","0.167",36,7,0,0,3,"18.0",4,12,"0.222",54,"0.389","8",NULL,NULL,"0","1","1","0","0.267","0.656","0","1","2","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115896,"CHC",1973,249,63,".288","0.169","0.169","0.012","1","0.07",92,27,1,2,3,"42.0",42,49,"0.244",201,"0.313","20",NULL,NULL,"1","1","0.5","0","0.368","0.681","2","8","4","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120671,"CHC",1973,308,84,".250","0.058","0.088","0.006","0.667","0.064",99,24,6,3,2,"27.0",18,66,"0.236",280,"0.3","24",NULL,NULL,"2","3","0.6","1","0.28","0.58","4","8","5","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121537,"CHC",1973,182,51,".228","0.038","0.137","0.011","0.28","0.094",64,12,8,1,2,"25.0",7,35,"0.206",170,"0.3","17",NULL,NULL,"4","1","0.2","1","0.239","0.539","2","6","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115978,"CHC",1973,127,25,".196","0.087","0.134","0.008","0.647","0.055",100,15,3,0,1,"17.0",11,19,"0.174",109,"0.229","6",NULL,NULL,"5","4","0.444","1","0.254","0.483","5","1","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118297,"CHC",1973,90,25,".240","0.033","0.089","0.011","0.375","0.072",42,6,3,0,1,"8.0",3,19,"0.229",83,"0.301","6",NULL,NULL,"0","0",NULL,"1","0.261","0.562","2","2","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120213,"CHC",1973,52,6,".105","0.038","0.538","0.019","0.071","0.063",30,2,0,0,1,"28.0",2,3,"0.063",48,"0.125","2",NULL,NULL,"0","0",NULL,"0","0.1","0.225","2","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110100,"CHC",1973,7,0,".000","0","0.429","0",NULL,"0",47,0,0,0,0,"3.0",0,0,"0",7,"0","0",NULL,NULL,"0","0",NULL,"0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110130,"CHC",1973,6,1,".250","0.167","0.167","0","1","0",12,4,0,0,0,"1.0",1,1,"0.2",5,"0.2","1",NULL,NULL,"0","2","1","0","0.333","0.533","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110774,"CHC",1973,410,108,".265","0.073","0.037","0","2","0.035",114,38,13,0,0,"15.0",30,95,"0.255",372,"0.29","29",NULL,NULL,"2","0","0","2","0.313","0.603","4","15","2","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111770,"CHC",1973,9,1,".250","0.111","0.333","0","0.333","0",31,0,0,0,0,"3.0",1,1,"0.143",7,"0.143","0",NULL,NULL,"0","0",NULL,"0","0.25","0.393","1","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115255,"CHC",1973,18,3,".300","0.056","0.278","0","0.2","0",22,1,0,0,0,"5.0",1,3,"0.2",15,"0.2","1",NULL,NULL,"0","0",NULL,"0","0.25","0.45","2","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116131,"CHC",1973,85,9,".196","0.118","0.282","0","0.417","0",42,4,0,0,0,"24.0",10,9,"0.129",70,"0.129","3",NULL,NULL,"1","0","0","0","0.238","0.367","5","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116475,"CHC",1973,47,5,".128","0.021","0.128","0","0.167","0",44,9,0,0,0,"6.0",1,5,"0.111",45,"0.111","0",NULL,NULL,"0","5","1","0","0.13","0.241","1","2","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116522,"CHC",1973,97,14,".227","0.062","0.412","0","0.15","0.048",38,2,4,0,0,"40.0",6,10,"0.119",84,"0.167","4",NULL,NULL,"0","0",NULL,"0","0.178","0.345","7","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117024,"CHC",1973,643,179,".282","0.089","0.068","0","1.295","0.049",160,52,22,3,0,"44.0",57,151,"0.262",577,"0.31","43",NULL,NULL,"6","6","0.5","0","0.327","0.637","7","15","2","18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117517,"CHC",1973,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0,0,"0.0",0,0,"0",0,"0","0",NULL,NULL,"0","0",NULL,"0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117393,"CHC",1973,17,5,".286","0.059","0.118","0","0.5","0.063",11,1,1,0,0,"2.0",1,4,"0.25",16,"0.313","3",NULL,NULL,"0","0",NULL,"0","0.294","0.607","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117509,"CHC",1973,5,2,".500","0.2","0","0",NULL,"0",45,1,0,0,0,"0.0",1,2,"0.5",4,"0.5","0",NULL,NULL,"0","0",NULL,"0","0.6","1.1","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117853,"CHC",1973,16,1,".167","0","0.563","0",NULL,"0",63,0,0,0,0,"9.0",0,1,"0.067",15,"0.067","0",NULL,NULL,"0","1","1","0","0.067","0.134","1","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118008,"CHC",1973,5,0,".000","0","0.2","0",NULL,"0",4,0,0,0,0,"1.0",0,0,"0",5,"0","0",NULL,NULL,"0","0",NULL,"0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120308,"CHC",1973,4,0,".000","0","0.75","0",NULL,"0",47,0,0,0,0,"3.0",0,0,"0",4,"0","0",NULL,NULL,"0","0",NULL,"0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121089,"CHC",1973,84,10,".191","0.012","0.321","0","0.037","0.014",36,3,1,0,0,"27.0",1,9,"0.123",73,"0.137","2",NULL,NULL,"1","0","0","0","0.133","0.27","9","0","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121459,"CHC",1973,40,12,".294","0.05","0.1","0","0.5","0.053",16,4,2,0,0,"4.0",2,10,"0.263",38,"0.316","2",NULL,NULL,"2","2","0.5","0","0.3","0.616","0","3","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123313,"CHC",1973,42,10,".269","0.167","0.214","0","0.778","0.086",17,3,3,0,0,"9.0",7,7,"0.2",35,"0.286","2",NULL,NULL,"0","0",NULL,"0","0.333","0.619","0","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117509,"CHC",1974,28,11,".391","0.036","0.143","0","0.25","0.074",50,4,2,0,0,"4.0",1,9,"0.333",27,"0.407","2","39","1.393","0","0",NULL,"0","0.357","0.764","0","0","0","0","0","1","35","12","23","0","0","2","2","0"
118008,"CHC",1974,37,3,".120","0.135","0.189","0","0.714","0",22,1,0,0,0,"7.0",5,3,"0.094",32,"0.094","0","66","1.784","0","0",NULL,"0","0.216","0.31","0","0","0","0","0","1","46","21","25","2","1","2","2","0"
118297,"CHC",1974,12,0,".000","0.083","0.167","0","0.5","0",11,1,0,0,0,"2.0",1,0,"0",11,"0","0","19","1.583","0","0",NULL,"0","0.083","0.083","0","0","0","1","0","1","15","6","9","0","0","2","0","0"
120308,"CHC",1974,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
120584,"CHC",1974,5,1,".200","0","0","0",NULL,"0",34,0,0,0,0,"0.0",0,1,"0.2",5,"0.2","0","5","1","0","0",NULL,"0","0.2","0.4","0","0","0","0","0","1","5","0","5","0","0","0","1","0"
121089,"CHC",1974,96,25,".317","0","0.281","0",NULL,"0.07",41,4,4,1,0,"27.0",0,19,"0.221",86,"0.291","2","150","1.562","0","0",NULL,"0","0.218","0.509","9","0","1","0","0","5","150","81","69","1","2","12","8","0"
121459,"CHC",1974,161,37,".248","0.062","0.174","0","0.357","0.047",62,9,7,0,0,"28.0",10,30,"0.203",148,"0.25","10","247","1.534","1","1","0.5","0","0.252","0.502","2","0","1","1","0","12","207","84","123","7","5","13","5","0"
122830,"CHC",1974,65,7,".184","0.031","0.308","0","0.1","0",42,2,0,0,0,"20.0",2,7,"0.121",58,"0.121","2","111","1.708","0","0",NULL,"0","0.15","0.271","5","0","0","0","0","6","103","60","43","1","2","8","3","0"
123374,"CHC",1974,17,1,".100","0","0.412","0",NULL,"0",43,0,0,0,0,"7.0",0,1,"0.063",16,"0.063","1","31","1.824","0","0",NULL,"0","0.059","0.122","0","1","1","0","0","2","31","21","10","1","1","1","1","0"
124741,"CHC",1974,14,2,".200","0","0.071","0",NULL,"0",56,0,0,0,0,"1.0",0,2,"0.182",11,"0.182","1","16","1.143","0","0",NULL,"0","0.182","0.364","3","1","0","0","0","1","16","3","13","1","0","4","1","0"
117310,"CHC",1974,4,0,NULL,"0.25","0.75","0","0.333","0",23,1,0,0,0,"3.0",1,0,"0",3,"0","0","13","3.25","0","0",NULL,"0","0.25","0.25","0","0","0","0","0","0","9","9","0","0","0","0","0","0"
116370,"CHC",1974,2,0,".000","0","0.5","0",NULL,"0",20,0,0,0,0,"1.0",0,0,"0",2,"0","0","4","2","0","0",NULL,"0","0","0","0","0","0","0","0","0","4","3","1","0","0","0","0","0"
116131,"CHC",1974,60,4,".107","0.033","0.367","0","0.091","0.02",48,1,1,0,0,"22.0",2,3,"0.06",50,"0.08","1","110","1.833","0","0",NULL,"1","0.113","0.193","7","1","0","0","0","8","101","66","35","5","0","10","0","0"
115978,"CHC",1974,17,5,".286","0","0.176","0",NULL,"0.059",12,2,1,0,0,"3.0",0,4,"0.235",17,"0.294","1","23","1.353","0","0",NULL,"0","0.235","0.529","0","0","0","0","0","1","23","9","14","1","0","0","1","0"
115536,"CHC",1974,236,51,".222","0.123","0.11","0","1.115","0.06",62,18,6,3,0,"26.0",29,39,"0.195",200,"0.255","11","375","1.589","3","9","0.75","0","0.294","0.549","4","2","2","3","0","12","259","78","180","14","3","20","10","1"
114631,"CHC",1974,9,0,".000","0.111","0.111","0","1","0",10,0,0,0,0,"1.0",1,0,"0",8,"0","0","14","1.556","0","0",NULL,"0","0.111","0.111","0","1","0","0","0","0","10","3","7","0","0","2","0","0"
114370,"CHC",1974,36,8,".381","0.028","0.278","0","0.1","0",58,4,0,0,0,"10.0",1,8,"0.258",31,"0.258","6","59","1.639","0","0",NULL,"0","0.281","0.539","4","0","0","0","0","1","55","30","25","0","0","7","6","0"
113301,"CHC",1974,24,6,".313","0.125","0.167","0","0.75","0.05",16,1,1,0,0,"4.0",3,5,"0.25",20,"0.3","5","41","1.708","0","0",NULL,"0","0.348","0.648","1","1","0","0","0","1","29","12","17","0","1","3","0","0"
111770,"CHC",1974,16,1,".111","0.125","0.25","0","0.5","0",41,0,0,0,0,"4.0",2,1,"0.077",13,"0.077","0","30","1.875","1","0","0","0","0.2","0.277","1","0","0","0","0","0","22","12","10","0","0","2","0","0"
111196,"CHC",1974,91,14,".203","0.022","0.275","0","0.08","0.024",48,8,2,0,0,"25.0",2,12,"0.143",84,"0.167","4","147","1.615","0","0",NULL,"0","0.163","0.33","5","4","0","0","0","7","139","75","64","3","0","12","2","0"
110130,"CHC",1974,74,15,".262","0.162","0.162","0","1","0.074",45,15,2,1,0,"12.0",12,11,"0.204",54,"0.278","0","134","1.811","4","8","0.667","1","0.358","0.636","7","2","0","1","0","3","85","36","49","0","0","11","2","0"
123912,"CHC",1974,158,35,".216","0.114","0.082","0.006","1.385","0.051",92,8,4,0,1,"13.0",18,28,"0.204",137,"0.255","15","238","1.506","2","0","0","0","0.293","0.548","1","2","2","3","0","15","166","39","127","5","3","13","7","0"
122733,"CHC",1974,56,15,".237","0.179","0.107","0.018","1.667","0.114",25,2,2,0,1,"6.0",10,10,"0.227",44,"0.341","7","98","1.75","0","0",NULL,"0","0.364","0.705","1","2","1","0","0","5","58","18","40","3","0","6","4","0"
122590,"CHC",1974,117,28,".269","0.077","0.239","0.009","0.321","0.056",42,9,3,0,1,"28.0",9,22,"0.206",107,"0.262","5","200","1.709","2","1","0.333","0","0.267","0.529","1","0","0","1","0","1","164","84","80","3","2","8","8","0"
117393,"CHC",1974,125,29,".204","0.096","0.128","0.008","0.75","0.082",35,9,4,1,1,"16.0",12,20,"0.182",110,"0.264","8","193","1.544","0","0",NULL,"1","0.268","0.532","2","2","0","2","0","8","144","48","96","6","6","13","2","0"
117024,"CHC",1974,673,192,".283","0.092","0.08","0.001","1.148","0.062",153,83,20,7,1,"54.0",62,155,"0.259",599,"0.321","42","967","1.437","7","7","0.5","4","0.332","0.653","7","14","1","7","0","20","715","162","553","23","32","47","36","0"
115001,"CHC",1974,184,48,".284","0.141","0.207","0.011","0.684","0.084",87,28,3,2,2,"38.0",26,35,"0.226",155,"0.31","14","338","1.837","3","4","0.571","1","0.339","0.649","1","0","1","2","0","7","233","114","119","6","5","7","10","0"
113638,"CHC",1974,80,33,".310","0.15","0.1","0.025","1.5","0.191",23,6,7,0,2,"8.0",12,20,"0.294",68,"0.485","15","132","1.65","0","0",NULL,"0","0.4","0.885","0","5","0","3","0","6","84","24","60","5","4","6","2","0"
123540,"CHC",1974,87,26,".171","0.069","0.092","0.034","0.75","0.136",57,19,0,1,3,"8.0",6,15,"0.185",81,"0.321","3","121","1.391","1","1","0.5","0","0.241","0.562","0","2","0","0","0","1","97","24","73","5","3","13","2","0"
114005,"CHC",1974,180,48,".200","0.083","0.15","0.022","0.556","0.114",65,13,6,0,4,"27.0",15,30,"0.19",158,"0.304","22","279","1.55","1","0","0","2","0.264","0.568","2","2","3","1","0","11","217","81","136","8","5","14","8","0"
123061,"CHC",1974,325,80,".256","0.114","0.194","0.015","0.587","0.071",90,21,5,0,5,"63.0",37,60,"0.214",280,"0.286","27","562","1.729","3","0","0","2","0.307","0.593","3","7","3","1","0","22","412","189","223","9","4","23","19","0"
119206,"CHC",1974,240,82,".276","0.075","0.175","0.029","0.429","0.13",78,17,7,0,7,"42.0",18,54,"0.251",215,"0.381","28","378","1.575","3","1","0.25","2","0.31","0.691","1","4","4","4","1","19","304","126","178","8","6","11","15","0"
118127,"CHC",1974,509,200,".324","0.083","0.077","0.018","1.077","0.128",128,65,21,5,9,"39.0",42,142,"0.313",453,"0.442","54","713","1.401","7","11","0.611","5","0.374","0.816","3","15","6","8","0","25","540","117","423","13","12","45","47","0"
123313,"CHC",1974,357,133,".283","0.134","0.14","0.028","0.96","0.178",107,41,16,4,10,"50.0",48,79,"0.261",303,"0.439","46","601","1.683","1","2","0.667","4","0.368","0.807","1","6","1","4","2","14","405","150","255","14","9","21","15","0"
111981,"CHC",1974,604,239,".314","0.093","0.111","0.022","0.836","0.148",143,75,35,3,13,"67.0",56,159,"0.293",542,"0.441","72","906","1.5","9","23","0.719","1","0.359","0.8","2","18","3","3","0","50","681","201","480","20","13","41","42","0"
119333,"CHC",1974,590,226,".284","0.078","0.107","0.025","0.73","0.15",151,70,21,7,15,"63.0",46,146,"0.273",534,"0.423","82","854","1.447","12","2","0.143","2","0.33","0.753","3","14","5","3","0","41","668","189","479","25","21","51","40","0"
124290,"CHC",1974,474,183,".280","0.141","0.093","0.034","1.523","0.173",117,55,22,0,16,"44.0",67,113,"0.28",404,"0.453","68","763","1.61","5","4","0.444","1","0.382","0.835","0","9","2","12","2","23","494","132","362","22","12","46","28","0"
119246,"CHC",1974,617,251,".323","0.113","0.152","0.032","0.745","0.173",142,84,19,7,20,"94.0",70,158,"0.294",538,"0.467","58","1015","1.645","9","7","0.438","2","0.375","0.842","4","4","3","6","1","22","733","282","451","14","8","48","43","0"
116168,"CHC",1975,171,61,".273","0.158","0.146","0.035","1.08","0.177",62,22,7,0,6,"25.0",27,36,"0.255",141,"0.433","20","303","1.772","1","1","0.5","2","0.382","0.815","1","5","0","3","0","4","193","76","117","13","1","11","7","0"
123313,"CHC",1975,473,192,".306","0.186","0.133","0.038","1.397","0.223",120,70,21,4,18,"63.0",88,109,"0.293",372,"0.516","60","901","1.905","2","3","0.6","4","0.428","0.944","3","6","6","12","0","20","530","210","318","21","12","29","15","0"
119246,"CHC",1975,583,219,".300","0.142","0.163","0.029","0.874","0.179",136,89,29,4,17,"95.0",83,131,"0.267",491,"0.446","60","1069","1.834","3","8","0.727","1","0.373","0.819","7","8","1","12","0","13","702","297","404","12","12","55","21","0"
119333,"CHC",1975,644,213,".281","0.078","0.101","0.019","0.769","0.099",153,62,21,0,12,"65.0",50,156,"0.27",578,"0.369","91","989","1.536","7","3","0.3","5","0.328","0.697","0","14","11","9","0","34","751","222","524","22","18","45","32","0"
111981,"CHC",1975,666,243,".331","0.116","0.075","0.014","1.54","0.106",154,85,30,2,9,"50.0",77,182,"0.317",574,"0.423","68","1044","1.568","12","34","0.739","4","0.397","0.82","4","11","7","5","4","35","706","168","535","31","17","45","27","0"
118127,"CHC",1975,565,246,".366","0.074","0.06","0.012","1.235","0.125",130,77,29,7,7,"34.0",42,182,"0.354",514,"0.479","64","795","1.407","7","9","0.563","3","0.402","0.881","1","11","5","5","2","23","609","121","486","23","19","36","37","0"
123466,"CHC",1975,613,172,".275","0.073","0.127","0.011","0.577","0.068",154,55,12,2,7,"78.0",45,135,"0.248",545,"0.316","70","958","1.563","7","1","0.125","3","0.306","0.622","15","10","5","3","0","21","747","256","487","23","14","54","16","0"
117393,"CHC",1975,292,85,".232","0.127","0.092","0.021","1.37","0.112",106,30,8,1,6,"27.0",37,57,"0.229",249,"0.341","30","457","1.565","2","0","0","0","0.324","0.665","2","10","4","7","0","12","309","81","228","9","6","32","6","0"
119206,"CHC",1975,222,69,".252","0.086","0.189","0.023","0.452","0.125",84,19,4,3,5,"42.0",19,44,"0.22",200,"0.345","26","393","1.77","0","0",NULL,"0","0.285","0.63","1","3","2","7","0","10","301","137","161","11","11","9","5","0"
113638,"CHC",1975,52,13,".214","0.115","0.327","0.019","0.353","0.136",32,2,3,0,1,"17.0",6,7,"0.159",44,"0.295","6","104","2","0","0",NULL,"0","0.25","0.545","0","0","2","0","0","5","80","51","29","3","0","2","0","0"
121089,"CHC",1975,86,21,".231","0.035","0.128","0.012","0.273","0.065",38,3,2,0,1,"11.0",3,16,"0.208",77,"0.273","7","124","1.442","1","0","0","0","0.238","0.511","6","2","0","0","0","1","109","37","72","4","2","11","0","0"
121459,"CHC",1975,71,20,".275","0.127","0.113","0.014","1.125","0.086",19,7,2,0,1,"8.0",9,15,"0.259",58,"0.345","8","141","1.986","1","0","0","0","0.348","0.693","2","1","2","2","0","4","89","33","54","1","2","3","1","0"
122590,"CHC",1975,166,39,".254","0.096","0.187","0.006","0.516","0.062",65,25,4,1,1,"31.0",16,30,"0.208",144,"0.271","9","276","1.663","2","0","0","1","0.288","0.559","3","3","2","3","0","5","211","93","118","5","6","12","5","0"
122977,"CHC",1975,103,31,".256","0.097","0.126","0.01","0.769","0.11",76,14,5,1,1,"13.0",10,21,"0.231",91,"0.341","16","167","1.621","0","0",NULL,"1","0.311","0.652","0","3","1","0","0","4","123","44","79","4","3","10","2","0"
123061,"CHC",1975,298,77,".265","0.101","0.191","0.003","0.526","0.091",93,20,16,2,1,"57.0",30,54,"0.213",254,"0.303","22","512","1.718","0","1","1","4","0.301","0.604","6","15","4","7","0","15","382","175","207","10","6","30","7","0"
123871,"CHC",1975,61,25,".366","0.082","0.23","0.016","0.357","0.161",16,9,2,2,1,"14.0",5,16,"0.286",56,"0.446","4","112","1.836","0","2","1","0","0.344","0.79","0","1","0","0","0","3","89","44","42","3","2","5","2","0"
111196,"CHC",1975,92,18,".234","0.011","0.207","0","0.053","0.037",40,8,1,1,0,"19.0",1,15,"0.183",82,"0.22","6","141","1.533","0","0",NULL,"0","0.19","0.41","8","1","1","0","0","2","133","60","72","3","1","14","4","0"
111770,"CHC",1975,96,17,".259","0.073","0.25","0","0.292","0.024",38,10,2,0,0,"24.0",7,15,"0.183",82,"0.207","4","168","1.75","1","0","0","0","0.247","0.454","7","1","0","0","0","1","138","73","65","5","1","13","2","0"
112860,"CHC",1975,1,0,NULL,"1","0","0",NULL,NULL,9,1,0,0,0,"0.0",1,0,"0",0,"0","0","4","4","0","0",NULL,"0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
113301,"CHC",1975,25,6,".353","0.04","0.28","0","0.143","0",36,2,0,0,0,"7.0",1,6,"0.25",24,"0.25","2","42","1.68","0","0",NULL,"0","0.28","0.53","0","0","0","0","0","1","38","21","17","2","0","1","3","0"
114370,"CHC",1975,9,1,".167","0.111","0.111","0","1","0",41,2,0,0,0,"1.0",1,1,"0.143",7,"0.143","0","14","1.556","0","0",NULL,"0","0.25","0.393","1","0","0","0","0","1","10","3","7","0","0","0","1","0"
115536,"CHC",1975,64,10,".200","0.094","0.109","0","0.857","0",51,6,0,0,0,"7.0",6,10,"0.179",56,"0.179","5","100","1.562","0","0",NULL,"0","0.254","0.433","1","0","1","0","0","3","73","22","51","6","0","5","2","0"
115978,"CHC",1975,76,18,".268","0.145","0.092","0","1.571","0.048",45,11,3,0,0,"7.0",11,15,"0.242",62,"0.29","6","130","1.711","1","0","0","0","0.351","0.641","2","1","1","1","0","4","84","25","58","2","2","9","2","0"
117024,"CHC",1975,693,192,".259","0.098","0.068","0","1.447","0.077",154,77,26,10,0,"47.0",68,146,"0.243",601,"0.319","46","1048","1.512","7","4","0.364","1","0.317","0.636","14","4","9","2","0","30","749","169","577","19","24","55","29","0"
117210,"CHC",1975,18,1,".143","0.056","0.444","0","0.125","0",58,0,0,0,0,"8.0",1,1,"0.067",15,"0.067","1","38","2.111","0","0",NULL,"0","0.125","0.192","2","0","0","0","0","0","32","23","9","1","0","3","0","0"
117853,"CHC",1975,0,0,NULL,NULL,NULL,NULL,NULL,NULL,22,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
119292,"CHC",1975,3,0,NULL,"0","1","0",NULL,"0",4,0,0,0,0,"3.0",0,0,"0",3,"0","0","9","3","0","0",NULL,"0","0","0","0","0","0","0","0","0","9","9","0","0","0","0","0","0"
120740,"CHC",1975,6,0,".000","0","0.5","0",NULL,"0",3,1,0,0,0,"3.0",0,0,"0",4,"0","1","12","2","0","0",NULL,"0","0","0","2","0","0","0","0","0","12","9","3","0","0","2","0","0"
121088,"CHC",1975,5,0,".000","0.2","0.4","0","0.5","0",28,0,0,0,0,"2.0",1,0,"0",4,"0","0","12","2.4","0","0",NULL,"0","0.2","0.2","0","0","0","0","0","0","8","6","2","0","0","0","0","0"
121885,"CHC",1975,1,0,NULL,"0","0","0",NULL,NULL,6,0,0,0,0,"0.0",0,0,"0",0,"0","0","1","1","0","0",NULL,"0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","0","0"
122526,"CHC",1975,0,0,NULL,NULL,NULL,NULL,NULL,NULL,6,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
122830,"CHC",1975,83,10,".186","0.036","0.349","0","0.103","0.028",34,3,2,0,0,"29.0",3,8,"0.111",72,"0.139","3","160","1.928","0","0",NULL,"1","0.158","0.297","7","1","0","0","0","4","140","89","50","1","1","9","1","0"
123540,"CHC",1975,24,7,".263","0.042","0.167","0","0.25","0.091",11,0,0,1,0,"4.0",1,5,"0.227",22,"0.318","3","39","1.625","1","1","0.5","0","0.25","0.568","0","0","1","0","0","2","32","13","19","0","1","2","1","0"
