"playerid","year","rank","playerfullname","playerusename","teamabbrev","teamname","leaguename","positionabbrev","position","primarypositionabbrev","plateappearances","totalbases","babip","walksperplateappearance","strikeoutsperplateappearance","homerunsperplateappearance","walksperstrikeout","iso","gamesplayed","runs","doubles","triples","homeruns","strikeouts","baseonballs","hits","avg","atbats","slg","rbi","numberofpitches","pitchesperplateappearance","caughtstealing","stolenbases","stolenbasepercentage","hitbypitch","obp","ops","sacbunts","groundintodoubleplay","sacflies","intentionalwalks","walkoffs","flyouts","totalswings","swingandmisses","ballsinplay","popouts","lineouts","groundouts","groundhits","catchersinterference"
119860,1943,250,"Lou Novikoff","Lou","CHC","Chicago Cubs","NL","LF","Outfielder","LF",254,78,".298","0.071","0.059","0","1.2","0.056",78,22,7,3,0,"15.0",18,65,"0.279",233,"0.335","28",NULL,NULL,NULL,"0",NULL,"1","0.333","0.668","2","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120104,1943,250,"Johnny Ostrowski","Johnny","CHC","Chicago Cubs","NL","LF","Outfielder","LF",33,8,".286","0.091","0.242","0","0.375","0.069",10,2,0,1,0,"8.0",3,6,"0.207",29,"0.276","3",NULL,NULL,NULL,"0",NULL,"1","0.303","0.579","0","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120167,1943,250,"Andy Pafko","Andy","CHC","Chicago Cubs","NL","CF","Outfielder","CF",60,25,".415","0.033","0.083","0","0.4","0.052",13,7,3,0,0,"5.0",2,22,"0.379",58,"0.431","10",NULL,NULL,NULL,"1",NULL,"0","0.4","0.831","0","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120274,1943,250,"Claude Passeau","Claude","CHC","Chicago Cubs","NL","P","Pitcher","P",102,27,".288","0","0.294","0",NULL,"0.083",35,5,4,2,0,"30.0",0,19,"0.198",96,"0.281","5",NULL,NULL,NULL,"0",NULL,"0","0.198","0.479","6","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120621,1943,250,"Whitey Platt","Whitey","CHC","Chicago Cubs","NL","LF","Outfielder","LF",42,10,".206","0.024","0.167","0","0.143","0.073",20,2,3,0,0,"7.0",1,7,"0.171",41,"0.244","2",NULL,NULL,NULL,"0",NULL,"0","0.19","0.434","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120769,1943,250,"Ray Prim","Ray","CHC","Chicago Cubs","NL","P","Pitcher","P",15,2,".200","0.067","0.133","0","0.5","0",29,2,0,0,0,"2.0",1,2,"0.167",12,"0.167","1",NULL,NULL,NULL,"0",NULL,"0","0.231","0.398","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121709,1943,250,"Ed Sauer","Ed","CHC","Chicago Cubs","NL","LF","Outfielder","LF",60,18,".306","0.05","0.1","0","0.5","0.055",14,3,3,0,0,"6.0",3,15,"0.273",55,"0.327","9",NULL,NULL,NULL,"1",NULL,"1","0.322","0.649","1","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121903,1943,250,"Bill Schuster","Bill","CHC","Chicago Cubs","NL","SS","Shortstop","SS",54,19,".306","0.056","0.037","0","1.5","0.078",13,3,2,1,0,"2.0",3,15,"0.294",51,"0.373","0",NULL,NULL,NULL,"0",NULL,"0","0.333","0.706","0","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122226,1943,250,"Walter Signer","Walter","CHC","Chicago Cubs","NL","P","Pitcher","P",9,2,".333","0.111","0.222","0","0.5","0",4,0,0,0,0,"2.0",1,2,"0.25",8,"0.25","0",NULL,NULL,NULL,"0",NULL,"0","0.333","0.583","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122666,1943,250,"Eddie Stanky","Eddie","CHC","Chicago Cubs","NL","2B","Second Base","2B",616,142,".267","0.149","0.068","0","2.19","0.033",142,93,15,1,0,"42.0",92,125,"0.245",510,"0.278","47",NULL,NULL,NULL,"4",NULL,"2","0.363","0.641","12","13",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123371,1943,250,"Al Todd","Al","CHC","Chicago Cubs","NL","C","Catcher","C",46,6,".150","0.022","0.109","0","0.2","0",21,1,0,0,0,"5.0",1,6,"0.133",45,"0.133","1",NULL,NULL,NULL,"0",NULL,"0","0.152","0.285","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123937,1943,250,"Lon Warneke","Lon","CHC","Chicago Cubs","NL","P","Pitcher","P",32,6,".250","0.156","0.188","0","0.833","0.038",21,2,1,0,0,"6.0",5,5,"0.192",26,"0.231","0",NULL,NULL,NULL,"1",NULL,"0","0.323","0.554","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124639,1943,250,"Hank Wyse","Hank","CHC","Chicago Cubs","NL","P","Pitcher","P",57,5,".118","0.035","0.281","0","0.125","0.02",40,3,1,0,0,"16.0",2,4,"0.08",50,"0.1","1",NULL,NULL,NULL,"0",NULL,"0","0.115","0.215","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119774,1944,1,"Bill Nicholson","Bill","CHC","Chicago Cubs","NL","RF","Outfielder","RF",686,317,".280","0.136","0.103","0.048","1.31","0.258",156,116,35,8,33,"71.0",93,167,"0.287",582,"0.545","122",NULL,NULL,NULL,"3",NULL,"6","0.391","0.936","5","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113012,1944,46,"Dom Dallessandro","Dom","CHC","Chicago Cubs","NL","LF","Outfielder","LF",444,167,".314","0.137","0.065","0.018","2.103","0.134",117,53,19,4,8,"29.0",61,116,"0.304",381,"0.438","74",NULL,NULL,NULL,"1",NULL,"0","0.4","0.838","2","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120167,1944,57,"Andy Pafko","Andy","CHC","Chicago Cubs","NL","CF","Outfielder","CF",512,164,".273","0.055","0.045","0.012","1.217","0.081",128,47,16,2,6,"23.0",28,126,"0.269",469,"0.35","62",NULL,NULL,NULL,"2",NULL,"4","0.315","0.665","11","14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112146,1944,68,"Phil Cavarretta","Phil","CHC","Chicago Cubs","NL","1B","First Base","1B",692,277,".339","0.097","0.061","0.007","1.595","0.13",152,106,35,15,5,"42.0",67,197,"0.321",614,"0.451","82",NULL,NULL,NULL,"4",NULL,"3","0.39","0.841","8","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121965,1944,82,"Frank Secory","Frank","CHC","Chicago Cubs","NL","LF","Outfielder","LF",66,31,".318","0.091","0.121","0.061","0.75","0.232",22,10,1,0,4,"8.0",6,18,"0.321",56,"0.554","17",NULL,NULL,NULL,"1",NULL,"0","0.387","0.941","4","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115283,1944,97,"Stan Hack","Stan","CHC","Chicago Cubs","NL","3B","Third Base","3B",440,135,".292","0.12","0.048","0.007","2.524","0.07",98,65,16,1,3,"21.0",53,108,"0.282",383,"0.352","32",NULL,NULL,NULL,"5",NULL,"0","0.369","0.721","4","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119860,1944,97,"Lou Novikoff","Lou","CHC","Chicago Cubs","NL","LF","Outfielder","LF",151,56,".288","0.066","0.073","0.02","0.909","0.122",71,15,4,2,3,"11.0",10,39,"0.281",139,"0.403","19",NULL,NULL,NULL,"1",NULL,"0","0.329","0.732","2","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116581,1944,116,"Don Johnson","Don","CHC","Chicago Cubs","NL","2B","Second Base","2B",644,214,".299","0.043","0.075","0.003","0.583","0.074",154,50,37,1,2,"48.0",28,169,"0.278",608,"0.352","71",NULL,NULL,NULL,"8",NULL,"1","0.311","0.663","7","11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113713,1944,154,"Roy Easterwood","Roy","CHC","Chicago Cubs","NL","C","Catcher","C",34,12,".286","0.029","0.324","0.029","0.091","0.152",17,1,2,0,1,"11.0",1,7,"0.212",33,"0.364","2",NULL,NULL,NULL,"0",NULL,"0","0.235","0.599","0","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113881,1944,154,"Paul Erickson","Paul","CHC","Chicago Cubs","NL","P","Pitcher","P",39,7,".050","0.077","0.385","0.026","0.2","0.139",33,2,0,1,1,"15.0",3,2,"0.056",36,"0.194","1",NULL,NULL,NULL,"0",NULL,"0","0.128","0.322","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114807,1944,154,"Paul Gillespie","Paul","CHC","Chicago Cubs","NL","C","Catcher","C",29,11,".273","0.103","0.103","0.034","1","0.154",9,2,1,0,1,"3.0",3,7,"0.269",26,"0.423","2",NULL,NULL,NULL,"0",NULL,"0","0.345","0.768","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114950,1944,154,"Ival Goodman","Ival","CHC","Chicago Cubs","NL","LF","Outfielder","RF",168,50,".288","0.137","0.089","0.006","1.533","0.092",62,24,8,1,1,"15.0",23,37,"0.262",141,"0.355","16",NULL,NULL,NULL,"0",NULL,"3","0.377","0.732","1","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116284,1944,154,"Roy Hughes","Roy","CHC","Chicago Cubs","NL","3B","Third Base","2B",531,168,".304","0.066","0.056","0.002","1.167","0.065",126,86,16,6,1,"30.0",35,137,"0.287",478,"0.351","28",NULL,NULL,NULL,"16",NULL,"1","0.337","0.688","17","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118984,1944,154,"Lennie Merullo","Lennie","CHC","Chicago Cubs","NL","SS","Shortstop","SS",217,54,".230","0.074","0.083","0.005","0.889","0.067",66,20,8,1,1,"18.0",16,41,"0.212",193,"0.28","16",NULL,NULL,NULL,"3",NULL,"1","0.276","0.556","7","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121903,1944,154,"Bill Schuster","Bill","CHC","Chicago Cubs","NL","SS","Shortstop","SS",167,46,".241","0.072","0.096","0.006","0.75","0.078",60,14,7,1,1,"16.0",12,34,"0.221",154,"0.299","14",NULL,NULL,NULL,"4",NULL,"0","0.277","0.576","1","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110117,1944,242,"Dale Alderson","Dale","CHC","Chicago Cubs","NL","P","Pitcher","P",4,0,".000","0","0.25","0",NULL,"0",12,0,0,0,0,"1.0",0,0,"0",4,"0","0",NULL,NULL,NULL,"0",NULL,"0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111449,1944,242,"Charlie Brewster","Charlie","CHC","Chicago Cubs","NL","SS","Shortstop","SS",49,13,".297","0.102","0.143","0","0.714","0.045",10,4,2,0,0,"7.0",5,11,"0.25",44,"0.295","2",NULL,NULL,NULL,"0",NULL,"0","0.327","0.622","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111774,1944,242,"John Burrows","John","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,3,0,0,0,0,"0.0",0,0,"0",0,"0","0",NULL,NULL,NULL,"0",NULL,"0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112248,1944,242,"Bob Chipman","Bob","CHC","Chicago Cubs","NL","P","Pitcher","P",64,7,".156","0.047","0.219","0","0.214","0",37,3,0,0,0,"14.0",3,7,"0.119",59,"0.119","0",NULL,NULL,NULL,"0",NULL,"0","0.161","0.28","2","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113285,1944,242,"Paul Derringer","Paul","CHC","Chicago Cubs","NL","P","Pitcher","P",60,10,".188","0.017","0.15","0","0.111","0.018",42,2,1,0,0,"9.0",1,9,"0.158",57,"0.175","4",NULL,NULL,NULL,"0",NULL,"0","0.172","0.347","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113795,1944,242,"Pete Elko","Pete","CHC","Chicago Cubs","NL","3B","Third Base","3B",22,6,".238","0","0.045","0",NULL,"0.045",7,2,1,0,0,"1.0",0,5,"0.227",22,"0.273","0",NULL,NULL,NULL,"0",NULL,"0","0.227","0.5","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114227,1944,242,"Bill Fleming","Bill","CHC","Chicago Cubs","NL","P","Pitcher","P",58,11,".184","0.017","0.069","0","0.25","0.038",40,4,2,0,0,"4.0",1,9,"0.17",53,"0.208","6",NULL,NULL,NULL,"0",NULL,"0","0.185","0.393","4","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114367,1944,242,"Jimmie Fo","Jimmie","CHC","Chicago Cubs","NL","3B","Third Base","1B",22,2,".067","0.091","0.227","0","0.4","0.05",15,0,1,0,0,"5.0",2,1,"0.05",20,"0.1","2",NULL,NULL,NULL,"0",NULL,"0","0.136","0.236","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114646,1944,242,"Charlie Gassaway","Charlie","CHC","Chicago Cubs","NL","P","Pitcher","P",5,1,".333","0.2","0.2","0","1","0",2,0,0,0,0,"1.0",1,1,"0.25",4,"0.25","0",NULL,NULL,NULL,"0",NULL,"0","0.4","0.65","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115448,1944,242,"Ed Hanyzewski","Ed","CHC","Chicago Cubs","NL","P","Pitcher","P",20,1,".083","0.15","0.25","0","0.6","0",14,2,0,0,0,"5.0",3,1,"0.059",17,"0.059","1",NULL,NULL,NULL,"0",NULL,"0","0.2","0.259","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116094,1944,242,"Billy Holm","Billy","CHC","Chicago Cubs","NL","C","Catcher","C",154,20,".159","0.104","0.123","0","0.842","0.015",54,10,2,0,0,"19.0",16,18,"0.136",132,"0.152","6",NULL,NULL,NULL,"1",NULL,"1","0.235","0.387","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117306,1944,242,"Mickey Kreitner","Mickey","CHC","Chicago Cubs","NL","C","Catcher","C",97,15,".188","0.082","0.165","0","0.5","0.024",39,4,2,0,0,"16.0",8,13,"0.153",85,"0.176","1",NULL,NULL,NULL,"0",NULL,"1","0.234","0.41","3","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118041,1944,242,"Red Lynn","Red","CHC","Chicago Cubs","NL","P","Pitcher","P",30,7,".240","0.033","0.133","0","0.25","0.034",22,4,1,0,0,"4.0",1,6,"0.207",29,"0.241","2",NULL,NULL,NULL,"0",NULL,"0","0.233","0.474","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118237,1944,242,"Garth Mann","Garth","CHC","Chicago Cubs","NL","PR","Pinch Runner","PR",0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0,0,"0.0",0,0,"0",0,"0","0",NULL,NULL,NULL,"0",NULL,"0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119042,1944,242,"Hank Miklos","Hank","CHC","Chicago Cubs","NL","P","Pitcher","P",2,0,".000","0","0.5","0",NULL,"0",2,0,0,0,0,"1.0",0,0,"0",2,"0","0",NULL,NULL,NULL,"0",NULL,"0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120104,1944,242,"Johnny Ostrowski","Johnny","CHC","Chicago Cubs","NL","LF","Outfielder","LF",14,3,".222","0.071","0.286","0","0.25","0.077",8,2,1,0,0,"4.0",1,2,"0.154",13,"0.231","2",NULL,NULL,NULL,"0",NULL,"0","0.214","0.445","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120274,1944,242,"Claude Passeau","Claude","CHC","Chicago Cubs","NL","P","Pitcher","P",91,16,".206","0.044","0.187","0","0.235","0.038",34,6,3,0,0,"17.0",4,13,"0.163",80,"0.2","3",NULL,NULL,NULL,"0",NULL,"0","0.202","0.402","7","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121709,1944,242,"Ed Sauer","Ed","CHC","Chicago Cubs","NL","LF","Outfielder","LF",53,15,".250","0.038","0.113","0","0.333","0.08",23,3,4,0,0,"6.0",2,11,"0.22",50,"0.3","5",NULL,NULL,NULL,"0",NULL,"0","0.25","0.55","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122755,1944,242,"Joe Stephenson","Joe","CHC","Chicago Cubs","NL","C","Catcher","C",9,1,".200","0.111","0.333","0","0.333","0",4,1,0,0,0,"3.0",1,1,"0.125",8,"0.125","0",NULL,NULL,NULL,"1",NULL,"0","0.222","0.347","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122788,1944,242,"Mack Stewart","Mack","CHC","Chicago Cubs","NL","P","Pitcher","P",1,0,NULL,"0","1","0",NULL,"0",8,0,0,0,0,"1.0",0,0,"0",1,"0","0",NULL,NULL,NULL,"0",NULL,"0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123637,1944,242,"Hy Vandenberg","Hy","CHC","Chicago Cubs","NL","P","Pitcher","P",42,9,".250","0.024","0.048","0","0.5","0",35,3,0,0,0,"2.0",1,9,"0.237",38,"0.237","5",NULL,NULL,NULL,"0",NULL,"0","0.256","0.493","3","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124300,1944,242,"Dewey Williams","Dewey","CHC","Chicago Cubs","NL","C","Catcher","C",288,74,".258","0.08","0.063","0","1.278","0.042",79,23,7,2,0,"18.0",23,63,"0.24",262,"0.282","27",NULL,NULL,NULL,"2",NULL,"0","0.302","0.584","3","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124639,1944,242,"Hank Wyse","Hank","CHC","Chicago Cubs","NL","P","Pitcher","P",98,19,".205","0.02","0.122","0","0.167","0.033",41,11,3,0,0,"12.0",2,16,"0.178",90,"0.211","8",NULL,NULL,NULL,"0",NULL,"0","0.196","0.407","6","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124674,1944,242,"Tony York","Tony","CHC","Chicago Cubs","NL","SS","Shortstop","SS",90,21,".270","0.044","0.122","0","0.364","0.012",28,4,1,0,0,"11.0",4,20,"0.235",85,"0.247","7",NULL,NULL,NULL,"0",NULL,"0","0.27","0.517","1","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119774,1945,18,"Bill Nicholson","Bill","CHC","Chicago Cubs","NL","RF","Outfielder","RF",660,211,".260","0.139","0.111","0.02","1.26","0.134",151,82,28,4,13,"73.0",92,136,"0.243",559,"0.377","88",NULL,NULL,NULL,"4",NULL,"6","0.356","0.733","3","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120167,1945,22,"Andy Pafko","Andy","CHC","Chicago Cubs","NL","CF","Outfielder","CF",608,243,".302","0.074","0.059","0.02","1.25","0.157",144,64,24,12,12,"36.0",45,159,"0.298",534,"0.455","110",NULL,NULL,NULL,"5",NULL,"8","0.361","0.816","21","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117963,1945,47,"Peanuts Lowrey","Peanuts","CHC","Chicago Cubs","NL","LF","Outfielder","LF",592,205,".288","0.081","0.046","0.012","1.778","0.109",143,72,22,7,7,"27.0",48,148,"0.283",523,"0.392","89",NULL,NULL,NULL,"11",NULL,"0","0.343","0.735","21","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112146,1945,58,"Phil Cavarretta","Phil","CHC","Chicago Cubs","NL","1B","First Base","1B",586,249,".373","0.138","0.058","0.01","2.382","0.145",132,94,34,10,6,"34.0",81,177,"0.355",498,"0.5","97",NULL,NULL,NULL,"5",NULL,"4","0.449","0.949","3","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114807,1945,98,"Paul Gillespie","Paul","CHC","Chicago Cubs","NL","C","Catcher","C",183,62,".291","0.098","0.049","0.016","2","0.092",75,12,6,0,3,"9.0",18,47,"0.288",163,"0.38","25",NULL,NULL,NULL,"2",NULL,"2","0.366","0.746","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110769,1945,117,"Heinz Becker","Heinz","CHC","Chicago Cubs","NL","1B","First Base","1B",152,56,".313","0.112","0.105","0.013","1.063","0.135",67,25,8,2,2,"16.0",17,38,"0.286",133,"0.421","27",NULL,NULL,NULL,"0",NULL,"2","0.375","0.796","0","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115283,1945,117,"Stan Hack","Stan","CHC","Chicago Cubs","NL","3B","Third Base","3B",702,242,".338","0.141","0.043","0.003","3.3","0.082",150,110,29,7,2,"30.0",99,193,"0.323",597,"0.405","43",NULL,NULL,NULL,"12",NULL,"1","0.42","0.825","5","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116581,1945,117,"Don Johnson","Don","CHC","Chicago Cubs","NL","2B","Second Base","2B",614,201,".319","0.052","0.055","0.003","0.941","0.059",138,94,23,2,2,"34.0",32,168,"0.302",557,"0.361","58",NULL,NULL,NULL,"9",NULL,"3","0.343","0.704","22","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117835,1945,117,"Mickey Livingston","Mickey","CHC","Chicago Cubs","NL","C","Catcher","C",253,71,".255","0.075","0.024","0.008","3.167","0.063",71,19,4,2,2,"6.0",19,57,"0.254",224,"0.317","23",NULL,NULL,NULL,"2",NULL,"4","0.324","0.641","6","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118984,1945,117,"Lennie Merullo","Lennie","CHC","Chicago Cubs","NL","SS","Shortstop","SS",433,118,".254","0.072","0.069","0.005","1.033","0.061",121,40,18,0,2,"30.0",31,94,"0.239",394,"0.299","37",NULL,NULL,NULL,"7",NULL,"2","0.297","0.596","6","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120274,1945,117,"Claude Passeau","Claude","CHC","Chicago Cubs","NL","P","Pitcher","P",96,25,".224","0.021","0.229","0.021","0.091","0.088",34,10,2,0,2,"22.0",2,17,"0.187",91,"0.275","9",NULL,NULL,NULL,"0",NULL,"0","0.204","0.479","3","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121709,1945,117,"Ed Sauer","Ed","CHC","Chicago Cubs","NL","LF","Outfielder","LF",104,36,".324","0.077","0.221","0.019","0.348","0.129",49,8,4,1,2,"23.0",8,24,"0.258",93,"0.387","11",NULL,NULL,NULL,"2",NULL,"0","0.317","0.704","3","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124300,1945,117,"Dewey Williams","Dewey","CHC","Chicago Cubs","NL","C","Catcher","C",115,40,".306","0.113","0.113","0.017","1","0.12",59,16,2,2,2,"13.0",13,28,"0.28",100,"0.4","5",NULL,NULL,NULL,"0",NULL,"0","0.363","0.763","2","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111106,1945,259,"Cy Block","Cy","CHC","Chicago Cubs","NL","2B","Second Base","3B",7,1,".143","0","0","0",NULL,"0",2,1,0,0,0,"0.0",0,1,"0.143",7,"0.143","1",NULL,NULL,NULL,"0",NULL,"0","0.143","0.286","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111245,1945,259,"Hank Borowy","Hank","CHC","Chicago Cubs","NL","P","Pitcher","P",108,23,".265","0.065","0.213","0","0.304","0.055",33,10,3,1,0,"23.0",7,18,"0.198",91,"0.253","6",NULL,NULL,"0","0",NULL,"0","0.255","0.508","10","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112248,1945,259,"Bob Chipman","Bob","CHC","Chicago Cubs","NL","P","Pitcher","P",22,4,".231","0.091","0.182","0","0.5","0.059",25,1,1,0,0,"4.0",2,3,"0.176",17,"0.235","2",NULL,NULL,NULL,"0",NULL,"0","0.263","0.498","3","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112274,1945,259,"Loyd Christopher","Loyd","CHC","Chicago Cubs","NL","LF","Outfielder","LF",17,4,".333","0.176","0.118","0","1.5","0",9,4,0,0,0,"2.0",3,4,"0.286",14,"0.286","4",NULL,NULL,"0","0",NULL,"0","0.412","0.698","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112536,1945,259,"Jorge Comellas","Jorge","CHC","Chicago Cubs","NL","P","Pitcher","P",3,0,".000","0","0.667","0",NULL,"0",7,0,0,0,0,"2.0",0,0,"0",3,"0","0",NULL,NULL,NULL,"0",NULL,"0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113285,1945,259,"Paul Derringer","Paul","CHC","Chicago Cubs","NL","P","Pitcher","P",84,18,".238","0","0.143","0",NULL,"0.04",35,3,3,0,0,"12.0",0,15,"0.2",75,"0.24","8",NULL,NULL,NULL,"0",NULL,"0","0.2","0.44","9","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113881,1945,259,"Paul Erickson","Paul","CHC","Chicago Cubs","NL","P","Pitcher","P",39,7,".208","0.077","0.205","0","0.375","0.063",28,2,2,0,0,"8.0",3,5,"0.156",32,"0.219","0",NULL,NULL,NULL,"0",NULL,"0","0.229","0.448","4","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
