"playerid","year","rank","playerfullname","playerusename","teamabbrev","teamname","leaguename","positionabbrev","position","primarypositionabbrev","plateappearances","totalbases","babip","walksperplateappearance","strikeoutsperplateappearance","homerunsperplateappearance","walksperstrikeout","iso","gamesplayed","runs","doubles","triples","homeruns","strikeouts","baseonballs","hits","avg","atbats","slg","rbi","numberofpitches","pitchesperplateappearance","caughtstealing","stolenbases","stolenbasepercentage","hitbypitch","obp","ops","sacbunts","groundintodoubleplay","sacflies","intentionalwalks","walkoffs","flyouts","totalswings","swingandmisses","ballsinplay","popouts","lineouts","groundouts","groundhits","catchersinterference"
115448,1945,259,"Ed Hanyzewski","Ed","CHC","Chicago Cubs","NL","P","Pitcher","P",2,0,NULL,"0.5","0.5","0","1","0",2,0,0,0,0,"1.0",1,0,"0",1,"0","0",NULL,NULL,NULL,"0",NULL,"0","0.5","0.5","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115770,1945,259,"George Hennessey","George","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,0,0,"0.0",0,0,"0",0,"0","0",NULL,NULL,NULL,"0",NULL,"0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116284,1945,259,"Roy Hughes","Roy","CHC","Chicago Cubs","NL","SS","Shortstop","2B",246,68,".284","0.065","0.073","0","0.889","0.045",69,34,8,1,0,"18.0",16,58,"0.261",222,"0.306","8",NULL,NULL,NULL,"6",NULL,"0","0.311","0.617","8","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119306,1945,259,"Johnny Moore","Johnny","CHC","Chicago Cubs","NL","RF","Outfielder","RF",7,1,".200","0.143","0.143","0","1","0",7,0,0,0,0,"1.0",1,1,"0.167",6,"0.167","2",NULL,NULL,NULL,"0",NULL,"0","0.286","0.453","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120104,1945,259,"Johnny Ostrowski","Johnny","CHC","Chicago Cubs","NL","3B","Third Base","LF",10,5,".300","0","0","0",NULL,"0.2",7,4,2,0,0,"0.0",0,3,"0.3",10,"0.5","1",NULL,NULL,NULL,"0",NULL,"0","0.3","0.8","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120108,1945,259,"Reggie Otero","Reggie","CHC","Chicago Cubs","NL","1B","First Base","1B",26,9,".429","0.077","0.077","0","1","0",14,1,0,0,0,"2.0",2,9,"0.391",23,"0.391","5",NULL,NULL,NULL,"0",NULL,"0","0.44","0.831","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120769,1945,259,"Ray Prim","Ray","CHC","Chicago Cubs","NL","P","Pitcher","P",61,13,".310","0.082","0.148","0","0.556","0",34,4,0,0,0,"9.0",5,13,"0.255",51,"0.255","1",NULL,NULL,NULL,"0",NULL,"0","0.321","0.576","5","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121141,1945,259,"Len Rice","Len","CHC","Chicago Cubs","NL","C","Catcher","C",107,26,".253","0.047","0.075","0","0.625","0.03",32,10,3,0,0,"8.0",5,23,"0.232",99,"0.263","7",NULL,NULL,NULL,"2",NULL,"0","0.269","0.532","3","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121903,1945,259,"Bill Schuster","Bill","CHC","Chicago Cubs","NL","SS","Shortstop","SS",56,13,".209","0.125","0.071","0","1.75","0.085",45,8,2,1,0,"4.0",7,9,"0.191",47,"0.277","2",NULL,NULL,NULL,"2",NULL,"0","0.296","0.573","2","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121965,1945,259,"Frank Secory","Frank","CHC","Chicago Cubs","NL","LF","Outfielder","LF",62,10,".180","0.032","0.113","0","0.286","0.018",35,4,1,0,0,"7.0",2,9,"0.158",57,"0.175","6",NULL,NULL,NULL,"0",NULL,"0","0.186","0.361","3","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122226,1945,259,"Walter Signer","Walter","CHC","Chicago Cubs","NL","P","Pitcher","P",1,0,NULL,"0","1","0",NULL,"0",6,0,0,0,0,"1.0",0,0,"0",1,"0","0",NULL,NULL,NULL,"0",NULL,"0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122691,1945,259,"Ray Starr","Ray","CHC","Chicago Cubs","NL","P","Pitcher","P",4,3,".667","0","0","0",NULL,"0.333",13,1,1,0,0,"0.0",0,2,"0.667",3,"1","1",NULL,NULL,NULL,"0",NULL,"0","0.667","1.667","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122788,1945,259,"Mack Stewart","Mack","CHC","Chicago Cubs","NL","P","Pitcher","P",3,1,".500","0","0.333","0",NULL,"0",16,0,0,0,0,"1.0",0,1,"0.333",3,"0.333","0",NULL,NULL,NULL,"0",NULL,"0","0.333","0.666","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123637,1945,259,"Hy Vandenberg","Hy","CHC","Chicago Cubs","NL","P","Pitcher","P",34,6,".143","0.029","0.118","0","0.25","0.063",30,4,0,1,0,"4.0",1,4,"0.125",32,"0.188","2",NULL,NULL,NULL,"0",NULL,"0","0.152","0.34","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123937,1945,259,"Lon Warneke","Lon","CHC","Chicago Cubs","NL","P","Pitcher","P",3,0,".000","0.333","0","0",NULL,"0",9,1,0,0,0,"0.0",1,0,"0",2,"0","0",NULL,NULL,NULL,"0",NULL,"0","0.333","0.333","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124639,1945,259,"Hank Wyse","Hank","CHC","Chicago Cubs","NL","P","Pitcher","P",109,19,".200","0","0.147","0",NULL,"0.02",38,6,2,0,0,"16.0",0,17,"0.168",101,"0.188","7",NULL,NULL,NULL,"0",NULL,"0","0.168","0.356","8","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112146,1946,44,"Phil Cavarretta","Phil","CHC","Chicago Cubs","NL","RF","Outfielder","1B",602,222,".317","0.146","0.09","0.013","1.63","0.141",139,89,28,10,8,"54.0",88,150,"0.294",510,"0.435","78",NULL,NULL,NULL,"2",NULL,"3","0.401","0.836","1","16",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119774,1946,44,"Bill Nicholson","Bill","CHC","Chicago Cubs","NL","RF","Outfielder","RF",345,106,".234","0.128","0.128","0.023","1","0.139",105,36,13,2,8,"44.0",44,65,"0.22",296,"0.358","41",NULL,NULL,NULL,"1",NULL,"2","0.325","0.683","3","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121178,1946,57,"Marv Rickert","Marv","CHC","Chicago Cubs","NL","LF","Outfielder","LF",425,148,".290","0.066","0.127","0.016","0.519","0.115",111,44,18,3,7,"54.0",28,103,"0.263",392,"0.378","47",NULL,NULL,NULL,"3",NULL,"1","0.314","0.692","4","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117963,1946,91,"Peanuts Lowrey","Peanuts","CHC","Chicago Cubs","NL","LF","Outfielder","LF",614,185,".263","0.091","0.036","0.007","2.545","0.085",144,75,24,5,4,"22.0",56,139,"0.257",540,"0.343","54",NULL,NULL,NULL,"10",NULL,"1","0.328","0.671","17","11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118619,1946,91,"Clyde McCullough","Clyde","CHC","Chicago Cubs","NL","C","Catcher","C",336,128,".318","0.065","0.116","0.012","0.564","0.13",95,38,18,5,4,"39.0",22,88,"0.287",307,"0.417","34",NULL,NULL,NULL,"2",NULL,"2","0.338","0.755","5","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123795,1946,91,"Eddie Waitkus","Eddie","CHC","Chicago Cubs","NL","1B","First Base","1B",472,180,".307","0.049","0.03","0.008","1.643","0.104",113,50,24,5,4,"14.0",23,134,"0.304",441,"0.408","55",NULL,NULL,NULL,"3",NULL,"1","0.34","0.748","7","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120104,1946,107,"Johnny Ostrowski","Johnny","CHC","Chicago Cubs","NL","3B","Third Base","LF",181,51,".246","0.11","0.171","0.017","0.645","0.106",64,20,4,2,3,"31.0",20,34,"0.213",160,"0.319","12",NULL,NULL,NULL,"1",NULL,"0","0.3","0.619","1","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120167,1946,107,"Andy Pafko","Andy","CHC","Chicago Cubs","NL","CF","Outfielder","CF",273,89,".292","0.099","0.055","0.011","1.8","0.098",65,18,6,4,3,"15.0",27,66,"0.282",234,"0.38","39",NULL,NULL,NULL,"4",NULL,"4","0.366","0.746","8","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120274,1946,107,"Claude Passeau","Claude","CHC","Chicago Cubs","NL","P","Pitcher","P",52,20,".179","0","0.135","0.058",NULL,"0.204",21,7,1,0,3,"7.0",0,10,"0.204",49,"0.408","7",NULL,NULL,NULL,"0",NULL,"0","0.204","0.612","3","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121965,1946,107,"Frank Secory","Frank","CHC","Chicago Cubs","NL","LF","Outfielder","LF",49,22,".206","0.122","0.122","0.061","1","0.279",33,6,3,0,3,"6.0",6,10,"0.233",43,"0.512","12",NULL,NULL,NULL,"0",NULL,"0","0.327","0.839","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122880,1946,107,"Lou Stringer","Lou","CHC","Chicago Cubs","NL","2B","Second Base","2B",243,65,".279","0.107","0.14","0.012","0.765","0.067",80,26,3,1,3,"34.0",26,51,"0.244",209,"0.311","19",NULL,NULL,NULL,"0",NULL,"0","0.328","0.639","8","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117835,1946,149,"Mickey Livingston","Mickey","CHC","Chicago Cubs","NL","C","Catcher","C",201,65,".277","0.1","0.095","0.01","1.053","0.114",66,14,14,0,2,"19.0",20,45,"0.256",176,"0.369","20",NULL,NULL,NULL,"0",NULL,"2","0.338","0.707","3","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113012,1946,192,"Dom Dallessandro","Dom","CHC","Chicago Cubs","NL","LF","Outfielder","LF",112,29,".250","0.205","0.107","0.009","1.917","0.101",65,4,2,2,1,"12.0",23,20,"0.225",89,"0.326","9",NULL,NULL,NULL,"1",NULL,"0","0.384","0.71","0","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116581,1946,192,"Don Johnson","Don","CHC","Chicago Cubs","NL","2B","Second Base","2B",353,91,".274","0.074","0.11","0.003","0.667","0.048",83,37,10,1,1,"39.0",26,76,"0.242",314,"0.29","19",NULL,NULL,NULL,"6",NULL,"3","0.306","0.596","10","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121841,1946,192,"Johnny Schmitz","Johnny","CHC","Chicago Cubs","NL","P","Pitcher","P",80,12,".143","0.05","0.163","0.013","0.308","0.043",42,3,0,0,1,"13.0",4,9,"0.129",70,"0.171","3",NULL,NULL,NULL,"0",NULL,"0","0.176","0.347","6","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122912,1946,192,"Bobby Sturgeon","Bobby","CHC","Chicago Cubs","NL","SS","Shortstop","SS",311,106,".313","0.032","0.058","0.003","0.556","0.065",100,26,12,2,1,"18.0",10,87,"0.296",294,"0.361","21",NULL,NULL,NULL,"0",NULL,"0","0.319","0.68","7","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110045,1946,283,"Red Adams","Red","CHC","Chicago Cubs","NL","P","Pitcher","P",1,0,".000","0","0","0",NULL,"0",8,0,0,0,0,"0.0",0,0,"0",1,"0","0",NULL,NULL,NULL,"0",NULL,"0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110700,1946,283,"Russ Bauers","Russ","CHC","Chicago Cubs","NL","P","Pitcher","P",12,4,".333","0.167","0.083","0","2","0.1",15,1,1,0,0,"1.0",2,3,"0.3",10,"0.4","2",NULL,NULL,NULL,"0",NULL,"0","0.417","0.817","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111026,1946,283,"Hi Bithorn","Hi","CHC","Chicago Cubs","NL","P","Pitcher","P",31,5,".192","0.032","0.065","0","0.5","0",26,4,0,0,0,"2.0",1,5,"0.179",28,"0.179","2",NULL,NULL,NULL,"0",NULL,"0","0.207","0.386","2","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111106,1946,283,"Cy Block","Cy","CHC","Chicago Cubs","NL","3B","Third Base","3B",17,3,".231","0.235","0","0",NULL,"0",6,2,0,0,0,"0.0",4,3,"0.231",13,"0.231","0",NULL,NULL,NULL,"0",NULL,"0","0.412","0.643","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111245,1946,283,"Hank Borowy","Hank","CHC","Chicago Cubs","NL","P","Pitcher","P",80,19,".241","0.013","0.225","0","0.056","0.083",33,9,4,1,0,"18.0",1,13,"0.181",72,"0.264","8",NULL,NULL,NULL,"0",NULL,"0","0.192","0.456","7","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112248,1946,283,"Bob Chipman","Bob","CHC","Chicago Cubs","NL","P","Pitcher","P",35,2,".125","0.029","0.486","0","0.059","0",34,1,0,0,0,"17.0",1,2,"0.061",33,"0.061","3",NULL,NULL,NULL,"0",NULL,"0","0.088","0.149","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113881,1946,283,"Paul Erickson","Paul","CHC","Chicago Cubs","NL","P","Pitcher","P",46,3,".083","0","0.348","0",NULL,"0.025",32,1,1,0,0,"16.0",0,2,"0.05",40,"0.075","0",NULL,NULL,NULL,"0",NULL,"0","0.05","0.125","6","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114227,1946,283,"Bill Fleming","Bill","CHC","Chicago Cubs","NL","P","Pitcher","P",3,0,".000","0","0","0",NULL,"0",14,0,0,0,0,"0.0",0,0,"0",3,"0","0",NULL,NULL,NULL,"0",NULL,"0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114634,1946,283,"Cecil Garriott","Cecil","CHC","Chicago Cubs","NL","PH","Pinch Hitter","PH",6,0,".000","0","0.333","0",NULL,"0",6,1,0,0,0,"2.0",0,0,"0",5,"0","0",NULL,NULL,NULL,"0",NULL,"1","0.167","0.167","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114875,1946,283,"Al Glossop","Al","CHC","Chicago Cubs","NL","2B","Second Base","2B",14,0,".000","0.071","0.214","0","0.333","0",4,2,0,0,0,"3.0",1,0,"0",10,"0","0",NULL,NULL,NULL,"0",NULL,"2","0.231","0.231","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115283,1946,283,"Stan Hack","Stan","CHC","Chicago Cubs","NL","3B","Third Base","3B",409,113,".316","0.203","0.078","0","2.594","0.065",92,55,13,4,0,"32.0",83,92,"0.285",323,"0.35","26",NULL,NULL,NULL,"3",NULL,"0","0.431","0.781","3","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115448,1946,283,"Ed Hanyzewski","Ed","CHC","Chicago Cubs","NL","P","Pitcher","P",1,0,".000","0","0","0",NULL,"0",3,0,0,0,0,"0.0",0,0,"0",1,"0","0",NULL,NULL,NULL,"0",NULL,"0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116795,1946,283,"Billy Jurges","Billy","CHC","Chicago Cubs","NL","SS","Shortstop","SS",270,62,".254","0.159","0.104","0","1.536","0.059",82,26,9,2,0,"28.0",43,49,"0.222",221,"0.281","17",NULL,NULL,NULL,"3",NULL,"1","0.351","0.632","5","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117372,1946,283,"Emil Kush","Emil","CHC","Chicago Cubs","NL","P","Pitcher","P",38,9,".242","0","0.132","0",NULL,"0.026",40,3,1,0,0,"5.0",0,8,"0.211",38,"0.237","1",NULL,NULL,NULL,"0",NULL,"0","0.211","0.448","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117401,1946,283,"Doyle Lade","Doyle","CHC","Chicago Cubs","NL","P","Pitcher","P",6,1,".500","0","0.5","0",NULL,"0",3,0,0,0,0,"3.0",0,1,"0.2",5,"0.2","0",NULL,NULL,NULL,"0",NULL,"0","0.2","0.4","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118115,1946,283,"Clarence Maddern","Clarence","CHC","Chicago Cubs","NL","LF","Outfielder","LF",4,0,".000","0","0","0",NULL,"0",3,0,0,0,0,"0.0",0,0,"0",3,"0","0",NULL,NULL,NULL,"0",NULL,"1","0.25","0.25","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118228,1946,283,"Hal Manders","Hal","CHC","Chicago Cubs","NL","P","Pitcher","P",4,1,".333","0","0.25","0",NULL,"0",4,0,0,0,0,"1.0",0,1,"0.25",4,"0.25","0",NULL,NULL,"0","0",NULL,"0","0.25","0.5","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118913,1946,283,"Russ Meers","Russ","CHC","Chicago Cubs","NL","P","Pitcher","P",2,1,"1.000","0","0","0",NULL,"0",7,0,0,0,0,"0.0",0,1,"1",1,"1","1",NULL,NULL,NULL,"0",NULL,"0","1","2","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118984,1946,283,"Lennie Merullo","Lennie","CHC","Chicago Cubs","NL","SS","Shortstop","SS",138,27,".168","0.08","0.094","0","0.846","0.063",65,14,8,0,0,"13.0",11,19,"0.151",126,"0.214","7",NULL,NULL,NULL,"2",NULL,"0","0.219","0.433","1","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119015,1946,283,"Russ Meyer","Russ","CHC","Chicago Cubs","NL","P","Pitcher","P",6,1,".200","0.167","0","0",NULL,"0",4,0,0,0,0,"0.0",1,1,"0.2",5,"0.2","0",NULL,NULL,NULL,"0",NULL,"0","0.333","0.533","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120001,1946,283,"Vern Olsen","Vern","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,5,0,0,0,0,"0.0",0,0,"0",0,"0","0",NULL,NULL,NULL,"0",NULL,"0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120316,1946,283,"Ted Pawelek","Ted","CHC","Chicago Cubs","NL","C","Catcher","C",4,2,".250","0","0","0",NULL,"0.25",4,0,1,0,0,"0.0",0,1,"0.25",4,"0.5","0",NULL,NULL,NULL,"0",NULL,"0","0.25","0.75","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120769,1946,283,"Ray Prim","Ray","CHC","Chicago Cubs","NL","P","Pitcher","P",6,1,".333","0.167","0.333","0","0.5","0",14,0,0,0,0,"2.0",1,1,"0.2",5,"0.2","1",NULL,NULL,NULL,"0",NULL,"0","0.333","0.533","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121785,1946,283,"Bob Scheffing","Bob","CHC","Chicago Cubs","NL","C","Catcher","C",128,38,".330","0.094","0.141","0","0.667","0.052",63,8,4,1,0,"18.0",12,32,"0.278",115,"0.33","18",NULL,NULL,NULL,"0",NULL,"0","0.346","0.676","1","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121800,1946,283,"Hank Schenz","Hank","CHC","Chicago Cubs","NL","3B","Third Base","2B",11,2,".182","0","0","0",NULL,"0",6,0,0,0,0,"0.0",0,2,"0.182",11,"0.182","1",NULL,NULL,NULL,"1",NULL,"0","0.182","0.364","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124300,1946,283,"Dewey Williams","Dewey","CHC","Chicago Cubs","NL","C","Catcher","C",5,1,".333","0","0.4","0",NULL,"0",4,0,0,0,0,"2.0",0,1,"0.2",5,"0.2","0",NULL,NULL,NULL,"0",NULL,"0","0.2","0.4","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124639,1946,283,"Hank Wyse","Hank","CHC","Chicago Cubs","NL","P","Pitcher","P",78,19,".281","0","0.128","0",NULL,"0.014",40,4,1,0,0,"10.0",0,18,"0.243",74,"0.257","7",NULL,NULL,NULL,"1",NULL,"0","0.243","0.5","4","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119774,1947,10,"Bill Nicholson","Bill","CHC","Chicago Cubs","NL","RF","Outfielder","RF",580,227,".246","0.15","0.143","0.045","1.048","0.222",148,69,28,1,26,"83.0",87,119,"0.244",487,"0.466","75",NULL,NULL,NULL,"1",NULL,"5","0.364","0.83","1","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120167,1947,35,"Andy Pafko","Andy","CHC","Chicago Cubs","NL","CF","Outfielder","CF",550,233,".308","0.056","0.071","0.024","0.795","0.152",129,68,25,7,13,"39.0",31,155,"0.302",513,"0.454","66",NULL,NULL,NULL,"4",NULL,"3","0.346","0.8","3","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117963,1947,97,"Peanuts Lowrey","Peanuts","CHC","Chicago Cubs","NL","3B","Third Base","LF",493,168,".290","0.077","0.053","0.01","1.462","0.094",115,56,17,5,5,"26.0",38,126,"0.281",448,"0.375","37",NULL,NULL,NULL,"2",NULL,"1","0.339","0.714","6","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121785,1947,97,"Bob Scheffing","Bob","CHC","Chicago Cubs","NL","C","Catcher","C",392,132,".273","0.064","0.064","0.013","1","0.099",110,33,11,5,5,"25.0",25,96,"0.264",363,"0.364","50",NULL,NULL,NULL,"2",NULL,"0","0.312","0.676","4","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110023,1947,118,"Cliff Aberson","Cliff","CHC","Chicago Cubs","NL","LF","Outfielder","LF",160,63,".337","0.125","0.2","0.025","0.625","0.171",47,24,6,3,4,"32.0",20,39,"0.279",140,"0.45","20",NULL,NULL,NULL,"0",NULL,"0","0.369","0.819","0","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116581,1947,137,"Don Johnson","Don","CHC","Chicago Cubs","NL","2B","Second Base","2B",434,134,".285","0.055","0.104","0.007","0.533","0.075",120,33,17,2,3,"45.0",24,104,"0.259",402,"0.333","26",NULL,NULL,NULL,"2",NULL,"1","0.302","0.635","7","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118619,1947,137,"Clyde McCullough","Clyde","CHC","Chicago Cubs","NL","C","Catcher","C",257,88,".265","0.078","0.078","0.012","1","0.124",86,25,12,4,3,"20.0",20,59,"0.252",234,"0.376","30",NULL,NULL,NULL,"1",NULL,"1","0.314","0.69","2","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112146,1947,160,"Phil Cavarretta","Phil","CHC","Chicago Cubs","NL","LF","Outfielder","1B",522,182,".336","0.111","0.067","0.004","1.657","0.083",127,56,22,5,2,"35.0",58,144,"0.314",459,"0.397","63",NULL,NULL,NULL,"2",NULL,"0","0.391","0.788","5","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118089,1947,160,"Ray Mack","Ray","CHC","Chicago Cubs","NL","2B","Second Base","2B",84,29,".246","0.06","0.179","0.024","0.333","0.154",22,9,6,0,2,"15.0",5,17,"0.218",78,"0.372","12",NULL,NULL,"0","0",NULL,"1","0.274","0.646","0","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121178,1947,160,"Marv Rickert","Marv","CHC","Chicago Cubs","NL","LF","Outfielder","LF",154,26,".153","0.097","0.11","0.013","0.882","0.044",71,7,0,0,2,"17.0",15,20,"0.146",137,"0.19","15",NULL,NULL,NULL,"0",NULL,"0","0.23","0.42","2","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123795,1947,160,"Eddie Waitkus","Eddie","CHC","Chicago Cubs","NL","1B","First Base","1B",554,196,".299","0.058","0.031","0.004","1.882","0.089",130,60,28,6,2,"17.0",32,150,"0.292",514,"0.381","35",NULL,NULL,NULL,"3",NULL,"2","0.336","0.717","6","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113012,1947,207,"Dom Dallessandro","Dom","CHC","Chicago Cubs","NL","LF","Outfielder","LF",136,45,".311","0.154","0.081","0.007","1.909","0.104",66,18,7,1,1,"11.0",21,33,"0.287",115,"0.391","14",NULL,NULL,NULL,"0",NULL,"0","0.397","0.788","0","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113881,1947,207,"Paul Erickson","Paul","CHC","Chicago Cubs","NL","P","Pitcher","P",60,20,".350","0","0.317","0.017",NULL,"0.083",40,2,2,0,1,"19.0",0,15,"0.25",60,"0.333","3",NULL,NULL,NULL,"0",NULL,"0","0.25","0.583","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116795,1947,207,"Billy Jurges","Billy","CHC","Chicago Cubs","NL","SS","Shortstop","SS",49,13,".233","0.184","0.184","0.02","1","0.125",14,5,2,0,1,"9.0",9,8,"0.2",40,"0.325","2",NULL,NULL,NULL,"0",NULL,"0","0.347","0.672","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
